Seq	Cruise	yyyy.mm.ddThh.mm.ss.sss	Date_mm.dd.yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	depth_m	depthbin	Pressure	CTD.S	CTD.T	Potemp090C	CTD.O2	Oxsatperc	CTD.fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC.TON	NH4_uM	NO2_uM	NO3.NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC.PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON.TN	DOC.DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA.LNA_bacteria	smallVirus.Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m.1	a300_m.1	a351_m.1	a375_m.1	S300.650nm__um.1	R2_of_slope_fit_300.650	S275.295nm__um.1	S300.450nm__um.1	naut_tw_start	civil_tw_start	daylight_start	midnight_sun_start	mnsun_ends	daylight_ends	civil_tw_ends	naut_tw_ends	month	station
491	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	50	epi	50.673	35.11	5.0197	5.0158	5.56588	7.08049	0.57561	0.115	27.7602	NA	1.207	NA	0.465	NA	NA	NA	65.5	786	19.5	10.3	144.5	6.3	0.07	NA	9.11	9.18	0.7	3.62	101.69	22.54	8.47	18.27	2.59	1.3	6.5	57.03	684.31	9.02	126.21	0.46	6.33	0.35	0.02	2	2.35	3078.471	865.191	46.278	819	5285.141	NA	14.085	18	689000	194000	1550000	2560000	747000	4860000	0.39	2.25	201.079	36.98	21023.883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
492	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	40	epi	40.609	35.0532	5.261	5.2577	5.73941	7.04218	1.3142	0.172	27.6866	NA	0.498	NA	0.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	7.57	7.67	0.6	2.7	151.72	23.65	12.64	28.76	7.76	2.05	6.15	NA	NA	NA	NA	NA	NA	0.98	0.93	3.65	4.63	4746.988	1367.47	222.892	1145	5821.285	NA	14.056	173	1030000	298000	2890000	4090000	1150000	8130000	0.41	2.82	202.619	43.914	22494.607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
493	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	30	epi	31.322	34.8578	5.1158	5.1134	6.09986	7.07587	1.6984	0.217	27.549	NA	0.28	NA	0.074	NA	NA	NA	60.8	729.6	15.1	9.8	137.3	6.2	0.08	NA	5.21	5.29	0.45	1.79	205.71	32.42	17.14	41.21	8.58	2.94	5.82	43.66	523.89	6.87	96.13	0.45	6.36	1.37	0.15	4.44	5.81	5981.891	1364.185	191.147	1173	3481.928	NA	48.29	62	1310000	353000	2570000	4590000	1380000	8540000	0.37	1.96	261.803	71.531	23748.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
494	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	25	epi	25.629	34.7743	4.9838	4.9818	6.16678	7.10233	2.0625	0.241	27.4982	NA	0.179	NA	0.041	NA	NA	NA	67.8	813.6	15.1	15	210	4.5	0.1	NA	NA	0.1	NA	NA	212.25	31.99	17.69	39.25	5.87	2.8	6.31	50.11	601.35	12.2	170.75	0.81	4.11	1.59	0.11	4.83	6.42	4655.936	678.068	78.471	600	4273.092	NA	40.241	42	1560000	426000	3900000	5550000	1650000	11100000	0.38	2.5	160.229	45.78	11845.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
495	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	20	epi	20.562	34.752	4.9529	4.9514	6.21123	7.10866	3.9403	0.25	27.4841	NA	0.081	NA	0.013	NA	NA	NA	64.1	769.2	15.3	10.8	150.9	5.9	0.1	NA	4.42	4.52	0.37	1.49	227.17	8.33	18.93	41.64	1.05	2.97	6.36	45.17	542.03	7.81	109.28	0.51	5.79	1.57	0.04	4.79	6.36	4476.861	404.427	28.169	376	1560.241	NA	36.217	38	1460000	414000	2760000	4860000	1460000	9090000	0.4	1.89	98.854	20.057	13674.785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
496	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	10	epi	10.304	32.6189	1.3623	1.3619	6.59133	7.88905	0.58159	0.213	26.1083	NA	0.048	NA	0.006	NA	NA	NA	112	1344	13.7	11.9	166.5	9.4	0.05	NA	1.76	1.81	0.18	1.02	201.91	13.85	16.83	38.43	0.47	2.75	6.13	95.17	1142.09	9.14	128.03	0.67	10.41	1.8	0.05	5.19	6.99	50.302	0	0	0	442.656	NA	0	1155	1370000	418000	2740000	4630000	1420000	8790000	0.44	2.01	50.116	7.71	3518.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
497	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	5	epi	5.175	31.9988	0.5506	0.5504	6.56806	8.09251	0.43881	0.183	25.6573	NA	0.014	NA	0.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	0.78	0.82	0.08	0.72	173.87	8.42	14.49	29.85	0.9	2.13	6.8	NA	NA	NA	NA	NA	NA	2.24	0.31	5.89	8.13	160.643	6.024	0	6	3927.565	NA	8.032	70	1050000	349000	3510000	4250000	1100000	8850000	0.5	3.35	122.591	26.985	7040.093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
498	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	1	epi	1.856	31.6877	0.1079	0.10780000000000001	6.50722	8.2055	0.21679	0.181	25.4281	NA	0.01	NA	0.002	NA	NA	NA	79.5	954	12.1	11.9	166.6	6.7	0.02	NA	0.18	0.2	0.07	0.64	165.23	11.42	13.77	26.47	1.53	1.89	7.28	65.73	788.77	10.01	140.13	0.83	6.57	1.87	0.12	5.3	7.16	271.63	50.302	10.06	40	2463.855	NA	2.012	8	953000	337000	3100000	4320000	1180000	8600000	0.55	3.25	309.365	102.007	16617.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
568	MP5	2014.11.17T14.08.58	07.11.14	79.01217	1.97483	2442	1000	meso	1014	34.93	-1.7	NA	NA	NA	0.04	0.03	28.06	NA	0.01	0.001	NA	NA	NA	NA	72	869.5	14.5	1.6	21.7	27.6	NA	0.016	12.89	12.9061	0.693	8.13	72.9	46.2	6.07	3.6	4.2	0.3	23.4	66.38621103	796.63	1.29	18.07	0.09	51.43	0.02	0	0.38	0.39	1	1	NA	NA	24	NA	1	NA	64000	17600	1320000	341000	47700	1710000	0.38	21	21.543	4.008	1513.026	20.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	2.02	18.02	15.04	27.08	22.1	8.11	9.12	Nov	N02
569	MP5	2014.11.17T14.08.59	07.11.14	79.01217	1.97483	2442	750	meso	760	34.94	0.5	NA	NA	NA	0.04	0.05	28.03	NA	0.011	0.001	NA	NA	NA	NA	47	558.2	18.6	7.4	104	8.4	NA	0.006	11.16	11.1656	0.828	6.633	49	13.3	4.09	2.8	2.6	0.2	20.3	42.43	509.2	7.22	101.14	0.39	5.87	0.02	0	0.43	0.45	4	1	NA	NA	51	NA	0	NA	62300	22300	1630000	376000	52000	2060000	0.56	26	27.555	4.008	2079.158	18.3425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
570	MP5	2014.11.17T14.08.60	07.11.14	79.01217	1.97483	2442	500	meso	506	35	1.79	NA	NA	NA	0.04	0.06	27.99	NA	0.023	0.001	NA	NA	NA	NA	NA	0	18	5.9	82.4	8.9	NA	0.027	12.13	12.157	0.916	6.507	60.3	19.5	5.03	4.5	2.7	0.3	15.7	-5.03	-60.32	5.56	77.88	0.31	-0.9	0.01	0	0.23	0.24	9	4	NA	NA	28	NA	0	NA	104000	33600	1980000	572000	66500	2620000	0.48	19	47.428	4.676	3652.639	20.8575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
571	MP5	2014.11.17T14.08.61	07.11.14	79.01217	1.97483	2442	200	meso	202.332	35.0916	3.5892	NA	NA	NA	0.0366	0.061	27.9014	NA	0.032	0.005	NA	NA	NA	NA	48	581.1	18.3	7.1	98.9	9.6	NA	0.01	11.19	11.2001	0.839	5.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0	0.24	0.24	7	6	NA	NA	44	NA	1	NA	165000	40800	2820000	795000	96500	3710000	0.33	17	81.162	10.02	3608.717	43.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
572	MP5	2014.11.17T14.08.62	07.11.14	79.01217	1.97483	2442	100	epi	101.115	34.9585	3.4488	NA	NA	NA	0.0733	0.061	27.8092	NA	0.076	0.01	NA	NA	NA	NA	49	588	17.5	6.8	94.8	9.4	NA	0.018	10.76	10.778	0.775	5.301	39.9	3.7	3.32	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0	0.27	0.28	76	30	NA	NA	293	NA	2	NA	221000	43600	3670000	1140000	153000	4960000	0.25	17	91.046	12.792	2940.557	54.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
573	MP5	2014.11.17T14.08.63	07.11.14	79.01217	1.97483	2442	50	epi	50.604	34.5206	1.3691	NA	NA	NA	0.0733	0.061	27.6348	NA	0.15	0.008	NA	NA	NA	NA	51	615.9	15	7.4	104.2	9	NA	0.066	7.54	7.6063	0.641	3.746	37.8	9	3.15	1.5	2.6	0.1	28.9	48.17	578.01	7.33	102.64	0.49	6.57	0.02	0	0.35	0.37	234	80	NA	NA	558	NA	4	NA	241000	57100	4230000	1440000	235000	5900000	0.31	18	93.186	11.523	3408.818	51.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
574	MP5	2014.11.17T14.08.64	07.11.14	79.01217	1.97483	2442	20	epi	20.231	33.6775	-1.3643	NA	NA	NA	0.1099	0.061	27.0936	NA	0.205	0.014	NA	NA	NA	NA	53	634.9	13.8	8.6	120.7	7.9	NA	0.124	5.06	5.1835	0.456	3.337	41.9	5.6	3.49	3.2	2.8	0.2	15.1	49.42	593	8.39	117.42	0.61	5.89	0.02	0	0.37	0.38	312	102	NA	NA	510	NA	7	NA	285000	66800	5370000	1880000	301000	7550000	0.31	19	132.265	20.541	4485.972	74.7295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
575	MP5	2014.11.17T14.08.65	07.11.14	79.01217	1.97483	2442	5	epi	5.378	33.6547	-1.444	NA	NA	NA	0.1465	0.061	27.0776	NA	0.159	0.045	NA	NA	NA	NA	58	699	13.6	9.3	130.1	15.3	NA	0.096	4.25	4.3464	0.373	2.237	45.1	5.2	3.76	5	0.8	0.4	10.4	54.49	653.88	8.93	125.04	0.65	6.1	0.02	0	0.4	0.42	323	90	NA	NA	557	NA	7	NA	299000	66000	3530000	2350000	607000	6490000	0.28	12	121.743	18.036	3762.024	82.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N02
576	MP5	2014.11.17T14.08.66	08.11.14	79.022	11.33	327	300	meso	304	35.11	3.63	NA	NA	NA	0.04	0.51	27.91	NA	0.075	0.001	NA	NA	NA	NA	50	598.4	16.9	5.3	73.6	9.5	NA	0.015	11.64	11.6546	0.884	7.726	41.3	5.2	3.45	4	0.8	0.3	11.9	46.43	557.1	4.97	69.56	0.29	9.34	0.03	0	0.49	0.52	25	9	NA	NA	132	NA	3	NA	271000	60000	2030000	923000	174000	3120000	0.28	7	123.363	15.162	5606.478	67.2145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	2.02	18.02	15.04	27.08	22.1	8.11	9.12	Nov	N03
577	MP5	2014.11.17T14.08.67	08.11.14	79.022	11.33	327	200	meso	201	35.04	4.55	NA	NA	NA	0.06	0.21	27.76	NA	0.138	0.033	NA	NA	NA	NA	41	492.6	15.2	5.9	82.1	10.1	NA	0.066	9.3	9.3661	0.692	4.236	43.3	19.2	3.61	6	2.6	0.4	8.4	37.44	449.3	5.44	76.12	0.36	6.89	0.03	0	0.44	0.46	210	51	NA	NA	676	NA	8	NA	266000	54700	4350000	1890000	356000	6590000	0.26	16	172.846	25.551	4151.303	67.8785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N03
578	MP5	2014.11.17T14.08.68	08.11.14	79.022	11.33	327	100	epi	102	34.71	3.28	NA	NA	NA	0.07	0.16	27.63	NA	0.16	0.004	NA	NA	NA	NA	53	634.9	14.5	7	98.5	8.8	NA	0.288	7.18	7.4682	0.509	3.09	23.5	1.1	1.96	2	1.8	0.1	13.8	50.95	611.41	6.9	96.55	0.48	7.39	0.02	0	0.43	0.45	195	49	NA	NA	436	NA	6	NA	229000	46300	4480000	2950000	611000	8040000	0.25	20	127.163	31.603	3423.627	80.4135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N03
579	MP5	2014.11.17T14.08.69	08.11.14	79.022	11.33	327	50	epi	51	34.6	2.41	NA	NA	NA	0.07	0.34	27.62	NA	0.186	0.013	NA	NA	NA	NA	NA	0	12.9	7.6	106.9	14.5	NA	0.23	5.02	5.2501	0.408	3.556	32.7	2.8	2.72	3.7	0.7	0.3	10.3	-2.72	-32.65	7.37	103.24	0.57	-0.37	0.04	0.01	0.58	0.62	211	54	NA	NA	397	NA	5	NA	242000	64000	4440000	3330000	667000	8440000	0.36	18	177.577	51.166	4431.151	102.7515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N03
580	MP5	2014.11.17T14.08.70	08.11.14	79.022	11.33	327	20	epi	21	34.59	2.3	NA	NA	NA	0.07	0.39	27.62	NA	0.076	0.002	NA	NA	NA	NA	58	698.2	13.4	6.5	90.5	9.7	NA	0.352	6.56	6.9122	0.515	2.221	32.3	0.3	2.7	3.7	0.2	0.3	10.2	55.49	665.86	6.2	86.76	0.46	8.95	0.04	0	0.59	0.63	222	51	NA	NA	424	NA	6	NA	271000	77200	5600000	2640000	495000	8730000	0.4	21	297.968	70.73	7418.36	118.746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N03
581	MP5	2014.11.17T14.08.71	08.11.14	79.022	11.33	327	5	epi	5.92	34.59	3.07	NA	NA	NA	0.07	0.38	27.62	NA	0.19	0.003	NA	NA	NA	NA	50	603.9	13.8	7.2	100.7	9.5	NA	0.28	6.34	6.6203	0.489	2.592	32.9	5.9	2.74	3.5	0.9	0.3	10.9	47.58	570.96	6.94	97.23	0.5	6.85	0.05	0.01	0.62	0.67	222	47	NA	NA	427	NA	8	NA	239000	62700	5820000	2310000	435000	8570000	0.36	24	242.485	60.12	6620.574	96.7145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N03
582	MP5	2014.11.17T14.08.72	10.11.14	79.026	6.01	1631	1000	meso	1018	34.94	-0.39	NA	NA	NA	0.04	0.05	28.07	NA	0.036	0.05	NA	NA	NA	NA	46	557	19.7	6.7	93.3	9.4	NA	0.003	13.01	13.0134	0.926	8.36	22.5	3.5	1.87	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0	0.22	0.23	2	1	NA	NA	45	NA	0	NA	61900	16700	910000	423000	75600	1410000	0.37	15	25.401	5.348	1339.572	14.3405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	2.02	18.02	15.04	27.08	22.1	8.11	9.12	Nov	N04
583	MP5	2014.11.17T14.08.73	10.11.14	79.026	6.01	1631	750	meso	760	34.96	0.3	NA	NA	NA	0.04	0.06	28.06	NA	0.015	0.004	NA	NA	NA	NA	44	528.3	16.4	3.1	42.7	10	NA	0.006	13.38	13.3856	0.964	7.499	22.5	2.3	1.87	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0	0.22	0.23	5	1	NA	NA	42	NA	1	NA	75500	22400	1540000	524000	80100	2140000	0.42	20	52.209	12.048	2435.743	13.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
584	MP5	2014.11.17T14.08.74	10.11.14	79.026	6.01	1631	500	meso	506	35.03	1.87	NA	NA	NA	0.04	0.06	28.01	NA	0.025	0.003	NA	NA	NA	NA	49	590.7	19.5	7.5	105.2	8.4	NA	0.003	11.94	11.9427	0.88	6.164	28.6	1.8	2.38	3.6	0.8	0.3	9.3	46.84	562.09	7.26	101.6	0.37	6.45	0.01	0	0.24	0.25	7	3	NA	NA	94	NA	3	NA	141000	36400	2030000	1080000	181000	3300000	0.35	14	78.235	13.039	2890.672	18.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
585	MP5	2014.11.17T14.08.75	10.11.14	79.026	6.01	1631	200	meso	203	35.09	3.69	NA	NA	NA	0.07	0.06	27.89	NA	0.068	0.003	NA	NA	NA	NA	48	575.3	17.9	6.4	89.4	8.4	NA	0.002	11.48	11.4824	0.864	5.089	35.2	3.5	2.93	3.6	0.3	0.3	11.3	45.01	540.09	6.12	85.74	0.34	7.35	0.01	0	0.26	0.27	53	17	NA	NA	255	NA	1	NA	193000	40900	3760000	1280000	173000	5220000	0.27	19	144.578	20.08	3630.522	34.0225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
586	MP5	2014.11.17T14.08.76	10.11.14	79.026	6.01	1631	100	epi	102	35.09	3.69	NA	NA	NA	0.07	0.06	27.89	NA	0.089	0.012	NA	NA	NA	NA	46	549.1	17.7	6.9	96.2	21.2	NA	0.001	10.87	10.8712	0.794	3.754	33.4	1.5	2.79	3.8	0.8	0.3	10.4	42.97	515.65	6.6	92.43	0.37	6.51	0.01	0	0.3	0.32	116	27	NA	NA	530	NA	4	NA	208000	41500	3630000	1600000	227000	5460000	0.25	17	160.804	25.126	4437.186	44.8635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
587	MP5	2014.11.17T14.08.77	10.11.14	79.026	6.01	1631	50	epi	51	35.09	3.68	NA	NA	NA	0.06	0.06	27.89	NA	0.095	0.012	NA	NA	NA	NA	50	602.5	17.9	7.6	106.9	12.9	NA	0	10.26	10.26	0.769	4.125	38.3	10.8	3.2	3	0.2	0.2	15	47.02	564.19	7.42	103.94	0.41	6.33	0.01	0	0.28	0.3	119	26	NA	NA	572	NA	5	NA	221000	45700	3190000	2060000	335000	5580000	0.26	14	128.925	19.372	3162.993	52.201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
588	MP5	2014.11.17T14.08.78	10.11.14	79.026	6.01	1631	20	epi	20	35.09	3.67	NA	NA	NA	0.06	0.06	27.89	NA	0.103	0.01	NA	NA	NA	NA	48	577.1	18.4	7.4	103.4	16.8	NA	0	11	11	0.845	4.496	29.1	4.5	2.43	3	0.3	0.2	11.3	45.66	547.97	7.17	100.43	0.39	6.37	0.01	0	0.31	0.32	119	31	NA	NA	553	NA	3	NA	223000	43700	3360000	2060000	332000	5760000	0.24	15	92.852	18.036	3215.765	59.3825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
589	MP5	2014.11.17T14.08.79	10.11.14	79.026	6.01	1631	5	epi	7	35.09	3.66	NA	NA	NA	0.06	0.06	27.9	NA	0.106	0.002	NA	NA	NA	NA	50	599.2	18.6	7.5	105.6	20.2	NA	0	11.01	11.01	0.801	4.67	30.2	3.3	2.52	3.1	0.4	0.2	11.4	47.42	569.06	7.32	102.51	0.39	6.48	0.01	0	0.26	0.27	95	22	NA	NA	459	NA	4	NA	212000	44100	3160000	1950000	300000	5410000	0.26	15	103.54	15.364	3080.16	47.0315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nov	N04
